Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Gears,City_Hwy_Consumption_Ratio,Engine_Size_per_Cylinder,CO2_per_L100km,Vehicle_Size_Group,Fuel_Type_Label
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS,X,6.7,6.1,6.4,44,147,6,1.098,0.6,22.97,Mid-size,Regular Gasoline
KIA,RIO,COMPACT,1.6,4,AS,X,8.8,6.3,7.7,37,177,6,1.397,0.4,22.99,Compact/Small,Regular Gasoline
KIA,RIO ECO,COMPACT,1.6,4,AS,X,8.5,6.3,7.6,37,175,6,1.349,0.4,23.03,Compact/Small,Regular Gasoline
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS,X,10.6,7.6,9.3,30,214,6,1.395,0.5,23.01,Mid-size,Regular Gasoline
KIA,SEDONA,MINIVAN,3.3,6,AS,X,13.2,9.7,11.6,24,267,6,1.361,0.55,23.02,Truck/Van,Regular Gasoline
KIA,SEDONA SX,MINIVAN,3.3,6,AS,X,12.9,9.5,11.4,25,262,6,1.358,0.55,22.98,Truck/Van,Regular Gasoline
KIA,SEDONA SXL,MINIVAN,3.3,6,AS,X,14.2,10.5,12.5,23,288,6,1.352,0.55,23.04,Truck/Van,Regular Gasoline
KIA,SORENTO,SUV - SMALL,2.4,4,AS,X,11.8,8.7,10.4,27,239,6,1.356,0.6,22.98,SUV,Regular Gasoline
KIA,SORENTO,SUV - SMALL,3.3,6,AS,X,12.7,9.0,11.1,25,255,6,1.411,0.55,22.97,SUV,Regular Gasoline
KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS,X,12.2,9.4,10.9,26,251,6,1.298,0.6,23.03,SUV,Regular Gasoline
KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS,X,13.4,10.0,11.8,24,271,6,1.34,0.55,22.97,SUV,Regular Gasoline
KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS,X,9.8,7.8,8.9,32,205,6,1.256,0.4,23.03,Mid-size,Regular Gasoline
KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS,X,10.1,7.7,9.0,31,207,6,1.312,0.5,23.0,Mid-size,Regular Gasoline
KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,AS,X,9.7,7.7,8.8,32,202,6,1.26,0.5,22.95,Mid-size,Regular Gasoline
KIA,SPORTAGE,SUV - SMALL,2.4,4,AS,X,11.4,8.3,10.0,28,230,6,1.373,0.6,23.0,SUV,Regular Gasoline
KIA,SPORTAGE,SUV - SMALL,2.4,4,M,X,12.9,9.2,11.3,25,260,6,1.402,0.6,23.01,SUV,Regular Gasoline
KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS,X,12.6,9.7,11.3,25,260,6,1.299,0.5,23.01,SUV,Regular Gasoline
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS,X,12.0,9.1,10.7,26,246,6,1.319,0.6,22.99,SUV,Regular Gasoline
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM,Z,22.2,12.7,17.9,16,412,7,1.748,0.542,23.02,Compact/Small,Premium Gasoline
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM,Z,24.0,14.5,19.7,14,453,7,1.655,0.542,22.99,Compact/Small,Premium Gasoline
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM,Z,16.8,11.7,14.5,19,334,7,1.436,0.52,23.03,Compact/Small,Premium Gasoline
LAMBORGHINI,VENENO ROADSTER,TWO-SEATER,6.5,12,AM,Z,22.1,13.9,18.4,15,423,7,1.59,0.542,22.99,Compact/Small,Premium Gasoline
LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS,Z,16.2,12.1,14.3,20,329,8,1.339,0.5,23.01,SUV,Premium Gasoline
LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS,Z,13.9,10.4,12.3,23,283,8,1.337,0.5,23.01,SUV,Premium Gasoline
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS,Z,17.2,12.5,15.1,19,347,8,1.376,0.625,22.98,SUV,Premium Gasoline
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS,E,25.0,16.9,21.4,13,342,8,1.479,0.625,15.98,SUV,Ethanol (E85)
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS,Z,17.2,12.5,15.1,19,347,8,1.376,0.625,22.98,SUV,Premium Gasoline
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS,E,25.0,16.9,21.4,13,342,8,1.479,0.625,15.98,SUV,Ethanol (E85)
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS,Z,11.3,7.9,9.7,29,223,9,1.43,0.5,22.99,SUV,Premium Gasoline
LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS,Z,11.3,7.9,9.7,29,223,9,1.43,0.5,22.99,SUV,Premium Gasoline
LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3.0,6,AS,Z,14.0,10.5,12.4,23,285,8,1.333,0.5,22.98,SUV,Premium Gasoline
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS,Z,16.6,12.3,14.7,19,338,8,1.35,0.625,22.99,SUV,Premium Gasoline
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS,E,24.0,16.6,20.7,14,331,8,1.446,0.625,15.99,SUV,Ethanol (E85)
LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.9,5.7,50,131,,0.932,0.45,22.98,Compact/Small,Regular Gasoline
LEXUS,ES 300h,MID-SIZE,2.5,4,AV,X,5.8,6.1,5.9,48,136,6,0.951,0.625,23.05,Mid-size,Regular Gasoline
LEXUS,ES 350,MID-SIZE,3.5,6,AS,X,11.3,7.5,9.6,29,221,6,1.507,0.583,23.02,Mid-size,Regular Gasoline
LEXUS,GS 350,MID-SIZE,3.5,6,AS,Z,12.3,8.5,10.6,27,244,8,1.447,0.583,23.02,Mid-size,Premium Gasoline
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS,Z,12.6,9.1,11.0,26,253,6,1.385,0.583,23.0,Mid-size,Premium Gasoline
LEXUS,GS 450h,MID-SIZE,3.5,6,AV,Z,8.0,6.9,7.5,38,172,8,1.159,0.583,22.93,Mid-size,Premium Gasoline
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS,Z,15.7,11.7,13.9,20,320,6,1.342,0.575,23.02,SUV,Premium Gasoline
LEXUS,IS 250,COMPACT,2.5,6,AS,Z,11.1,7.8,9.6,29,221,6,1.423,0.417,23.02,Compact/Small,Premium Gasoline
LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS,Z,11.2,7.8,9.6,29,221,6,1.436,0.417,23.02,Compact/Small,Premium Gasoline
LEXUS,IS 350,COMPACT,3.5,6,AS,Z,12.3,8.5,10.6,27,244,8,1.447,0.583,23.02,Compact/Small,Premium Gasoline
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS,Z,12.6,9.1,11.0,26,253,6,1.385,0.583,23.0,Compact/Small,Premium Gasoline
LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS,Z,12.2,8.7,10.6,27,244,6,1.402,0.583,23.02,Compact/Small,Premium Gasoline
LEXUS,LS 460,MID-SIZE,4.6,8,AS,Z,14.4,9.6,12.3,23,283,8,1.5,0.575,23.01,Mid-size,Premium Gasoline
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS,Z,15.2,10.2,12.9,22,297,8,1.49,0.575,23.02,Mid-size,Premium Gasoline
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS,Z,15.2,10.2,12.9,22,297,8,1.49,0.575,23.02,Mid-size,Premium Gasoline
LEXUS,LS 600h L,MID-SIZE,5.0,8,AV,Z,12.7,10.1,11.5,25,264,8,1.257,0.625,22.96,Mid-size,Premium Gasoline
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS,Z,19.0,13.6,16.6,17,382,6,1.397,0.712,23.01,SUV,Premium Gasoline
LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS,Z,10.6,8.4,9.6,29,221,6,1.262,0.5,23.02,SUV,Premium Gasoline
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS,Z,10.8,8.8,9.9,29,228,6,1.227,0.5,23.03,SUV,Premium Gasoline
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV,X,7.1,7.7,7.4,38,170,6,0.922,0.625,22.97,SUV,Regular Gasoline
LEXUS,RC 350,SUBCOMPACT,3.5,6,AS,Z,12.3,8.5,10.6,27,244,8,1.447,0.583,23.02,Compact/Small,Premium Gasoline
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS,Z,12.6,9.1,11.0,26,253,6,1.385,0.583,23.0,Compact/Small,Premium Gasoline
LEXUS,RC F,SUBCOMPACT,5.0,8,AS,Z,15.2,9.5,12.6,22,290,8,1.6,0.625,23.02,Compact/Small,Premium Gasoline
LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV,Z,8.0,8.5,8.2,34,189,6,0.941,0.583,23.05,SUV,Premium Gasoline
LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS,X,12.4,9.0,10.9,26,251,6,1.378,0.5,23.03,SUV,Regular Gasoline
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS,X,12.9,9.2,11.2,25,258,6,1.402,0.575,23.04,SUV,Regular Gasoline
LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS,X,13.9,9.5,11.9,24,274,6,1.463,0.583,23.03,Mid-size,Regular Gasoline
LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS,X,13.1,9.0,11.2,25,258,6,1.456,0.617,23.04,Mid-size,Regular Gasoline
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS,X,14.6,10.4,12.8,22,294,6,1.404,0.583,22.97,SUV,Regular Gasoline
LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS,X,11.5,8.4,10.1,28,232,6,1.369,0.5,22.97,Other,Regular Gasoline
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A,X,14.1,10.0,12.2,23,281,6,1.41,0.617,23.03,Other,Regular Gasoline
LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS,X,13.7,10.3,12.1,23,278,6,1.33,0.617,22.98,SUV,Regular Gasoline
LINCOLN,MKZ,MID-SIZE,2.0,4,AS,X,10.5,7.0,8.9,32,205,6,1.5,0.5,23.03,Mid-size,Regular Gasoline
LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS,X,13.1,9.2,11.3,25,260,6,1.424,0.617,23.01,Mid-size,Regular Gasoline
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,5.7,6.0,5.8,49,133,,0.95,0.5,22.93,Mid-size,Regular Gasoline
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS,X,16.2,11.8,14.2,20,327,6,1.373,0.583,23.03,SUV,Regular Gasoline
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS,X,16.1,12.3,14.4,20,331,6,1.309,0.583,22.99,SUV,Regular Gasoline
MASERATI,GHIBLI AWD,MID-SIZE,3.0,6,AS,Z,15.6,9.5,12.8,22,294,8,1.642,0.5,22.97,Mid-size,Premium Gasoline
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS,Z,18.2,11.6,15.2,19,350,6,1.569,0.588,23.03,Compact/Small,Premium Gasoline
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS,Z,17.5,10.7,14.5,19,334,8,1.636,0.475,23.03,Mid-size,Premium Gasoline
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS,Z,15.7,9.7,13.0,22,299,8,1.619,0.5,23.0,Mid-size,Premium Gasoline
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS,X,9.9,7.9,9.0,31,207,6,1.253,0.625,23.0,SUV,Regular Gasoline
MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS,X,14.3,10.6,12.7,22,292,6,1.349,0.617,22.99,SUV,Regular Gasoline
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS,X,8.2,5.9,7.2,39,166,6,1.39,0.625,23.06,Compact/Small,Regular Gasoline
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M,X,9.3,6.4,8.0,35,184,6,1.453,0.625,23.0,Compact/Small,Regular Gasoline
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS,X,8.0,5.9,7.0,40,161,6,1.356,0.5,23.0,Mid-size,Regular Gasoline
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M,X,8.2,5.9,7.1,40,163,6,1.39,0.5,22.96,Mid-size,Regular Gasoline
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS,X,8.2,6.0,7.2,39,166,6,1.367,0.625,23.06,Mid-size,Regular Gasoline
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M,X,9.2,6.6,8.1,35,186,6,1.394,0.625,22.96,Mid-size,Regular Gasoline
MAZDA,MAZDA5,MINIVAN,2.5,4,AS,X,10.7,8.2,9.6,29,221,5,1.305,0.625,23.02,Truck/Van,Regular Gasoline
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS,X,8.8,6.1,7.6,37,175,6,1.443,0.625,23.03,Mid-size,Regular Gasoline
MAZDA,MX-5,TWO-SEATER,2.0,4,AS,Z,11.5,8.5,10.1,28,232,6,1.353,0.5,22.97,Compact/Small,Premium Gasoline
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4,AS,Z,10.0,7.5,8.9,32,205,7,1.333,0.5,23.03,Mid-size,Premium Gasoline
MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS,Z,10.9,7.5,9.4,30,216,7,1.453,0.45,22.98,Compact/Small,Premium Gasoline
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,AS,Z,10.1,7.8,9.0,31,207,7,1.295,0.5,23.0,Compact/Small,Premium Gasoline
MERCEDES-BENZ,C 400 4MATIC,COMPACT,3.0,6,AS,Z,11.1,8.4,9.9,29,228,7,1.321,0.5,23.03,Compact/Small,Premium Gasoline
MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS,Z,17.9,12.3,15.4,18,354,7,1.455,0.775,22.99,Compact/Small,Premium Gasoline
MERCEDES-BENZ,CLA 250,SUBCOMPACT,2.0,4,AS,Z,9.4,6.4,8.1,35,186,7,1.469,0.5,22.96,Compact/Small,Premium Gasoline
MERCEDES-BENZ,CLA 250 4MATIC,SUBCOMPACT,2.0,4,AS,Z,9.9,7.4,8.8,32,202,7,1.338,0.5,22.95,Compact/Small,Premium Gasoline
MERCEDES-BENZ,CLA 45 AMG,COMPACT,2.0,4,AS,Z,10.2,7.7,9.1,31,209,7,1.325,0.5,22.97,Compact/Small,Premium Gasoline
MERCEDES-BENZ,CLS 400 4MATIC,COMPACT,3.0,6,AS,Z,12.1,8.5,10.5,27,242,7,1.424,0.5,23.05,Compact/Small,Premium Gasoline
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS,Z,14.5,10.1,12.5,23,288,7,1.436,0.588,23.04,Compact/Small,Premium Gasoline
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS,Z,15.1,10.8,13.1,22,301,7,1.398,0.688,22.98,Compact/Small,Premium Gasoline
MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS,D,8.6,5.9,7.4,38,200,7,1.458,0.525,27.03,Mid-size,Diesel
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS,Z,11.9,8.2,10.2,28,235,7,1.451,0.583,23.04,Mid-size,Premium Gasoline
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,AS,Z,12.0,8.5,10.4,27,239,7,1.412,0.5,22.98,Mid-size,Premium Gasoline
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS,Z,12.4,8.8,10.8,26,248,7,1.409,0.583,22.96,Mid-size,Premium Gasoline
MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.5,6,AS,Z,11.5,8.1,10.0,28,230,7,1.42,0.583,23.0,Compact/Small,Premium Gasoline
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.5,6,AS,Z,11.8,8.3,10.2,28,235,7,1.422,0.583,23.04,Compact/Small,Premium Gasoline
MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS,Z,12.9,9.6,11.4,25,262,7,1.344,0.588,22.98,Mid-size,Premium Gasoline
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS,Z,13.7,9.2,11.7,24,269,7,1.489,0.588,22.99,Compact/Small,Premium Gasoline
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS,Z,13.3,8.9,11.4,25,262,7,1.494,0.588,22.98,Compact/Small,Premium Gasoline
MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS,Z,15.3,10.8,13.3,21,306,7,1.417,0.688,23.01,Mid-size,Premium Gasoline
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS,Z,15.2,11.0,13.3,21,306,7,1.382,0.688,23.01,Mid-size,Premium Gasoline
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS,Z,19.9,16.1,18.2,16,419,7,1.236,0.688,23.02,SUV,Premium Gasoline
MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,AS,Z,20.0,16.6,18.5,15,426,7,1.205,0.688,23.03,SUV,Premium Gasoline
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS,D,13.6,10.0,12.0,24,324,7,1.36,0.5,27.0,SUV,Diesel
MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,3.0,6,AS,Z,15.2,12.6,14.0,20,322,7,1.206,0.5,23.0,SUV,Premium Gasoline
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS,Z,17.5,13.2,15.6,18,359,7,1.326,0.588,23.01,SUV,Premium Gasoline
MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS,Z,18.2,14.0,16.3,17,375,7,1.3,0.688,23.01,SUV,Premium Gasoline
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS,Z,9.8,7.4,8.7,32,200,7,1.324,0.5,22.99,SUV,Premium Gasoline
MERCEDES-BENZ,GLA 45 AMG 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AS,Z,10.5,8.1,9.4,30,216,7,1.296,0.5,22.98,Mid-size,Premium Gasoline
MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS,D,9.6,7.0,8.5,33,230,7,1.371,0.525,27.06,SUV,Diesel
MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS,Z,12.6,9.6,11.2,25,258,7,1.312,0.583,23.04,SUV,Premium Gasoline
MERCEDES-BENZ,ML 400 4MATIC,SUV - STANDARD,3.0,6,AS,Z,13.3,10.4,12.0,24,276,7,1.279,0.5,23.0,SUV,Premium Gasoline
MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS,Z,16.3,11.8,14.2,20,327,7,1.381,0.588,23.03,SUV,Premium Gasoline
MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS,Z,17.3,13.5,15.6,18,359,7,1.281,0.688,23.01,SUV,Premium Gasoline
MERCEDES-BENZ,S 400 4MATIC,MID-SIZE,4.7,6,AS,Z,12.6,8.6,10.8,26,248,7,1.465,0.783,22.96,Mid-size,Premium Gasoline
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS,Z,14.4,9.8,12.3,23,283,7,1.469,0.588,23.01,Compact/Small,Premium Gasoline
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS,Z,14.8,9.8,12.5,23,288,7,1.51,0.588,23.04,Mid-size,Premium Gasoline
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,AS,Z,14.7,9.1,12.2,23,281,7,1.615,0.588,23.03,Mid-size,Premium Gasoline
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS,Z,18.1,11.0,14.9,19,343,7,1.645,0.5,23.02,Mid-size,Premium Gasoline
MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS,Z,15.7,10.1,13.2,21,304,7,1.554,0.688,23.03,Mid-size,Premium Gasoline
MERCEDES-BENZ,S 63 AMG COUPE,COMPACT,5.5,8,AS,Z,15.7,10.1,13.2,21,304,7,1.554,0.688,23.03,Compact/Small,Premium Gasoline
MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6.0,12,AS,Z,18.5,11.8,15.5,18,357,7,1.568,0.5,23.03,Mid-size,Premium Gasoline
MERCEDES-BENZ,S 65 AMG COUPE,COMPACT,6.0,12,AS,Z,18.0,11.3,15.0,19,345,7,1.593,0.5,23.0,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS,Z,13.8,9.5,11.9,24,274,7,1.453,0.588,23.03,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS,Z,14.7,9.5,12.4,23,285,7,1.547,0.688,22.98,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6.0,12,AS,Z,16.7,11.2,14.2,20,327,7,1.491,0.5,23.03,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS,Z,10.4,7.2,9.0,31,207,7,1.444,0.45,23.0,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M,Z,10.4,7.2,9.0,31,207,6,1.444,0.45,23.0,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS,Z,12.4,8.5,10.6,27,244,7,1.459,0.688,23.02,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AM,Z,18.1,12.6,15.6,18,359,7,1.437,0.775,23.01,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SLS AMG GT ROADSTER,TWO-SEATER,6.2,8,AM,Z,18.1,12.6,15.6,18,359,7,1.437,0.775,23.01,Compact/Small,Premium Gasoline
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.5,6.3,7.5,38,172,6,1.349,0.5,22.93,Compact/Small,Premium Gasoline
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M,Z,8.1,5.9,7.1,40,163,6,1.373,0.5,22.96,Compact/Small,Premium Gasoline
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.5,6.3,7.5,38,172,6,1.349,0.5,22.93,Compact/Small,Premium Gasoline
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M,Z,8.2,5.9,7.2,39,166,6,1.39,0.5,23.06,Compact/Small,Premium Gasoline
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,AS,Z,8.6,6.5,7.7,37,177,6,1.323,0.4,22.99,Compact/Small,Premium Gasoline
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M,Z,8.4,6.4,7.5,38,172,6,1.312,0.4,22.93,Compact/Small,Premium Gasoline
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,AS,Z,9.4,7.9,8.7,32,200,6,1.19,0.4,22.99,Compact/Small,Premium Gasoline
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M,Z,8.4,6.4,7.5,38,172,6,1.312,0.4,22.93,Compact/Small,Premium Gasoline
MINI,COOPER COUPE,TWO-SEATER,1.6,4,AS,Z,8.5,6.5,7.6,37,175,6,1.308,0.4,23.03,Compact/Small,Premium Gasoline
MINI,COOPER PACEMAN,COMPACT,1.6,4,AS,Z,9.4,7.9,8.7,32,200,6,1.19,0.4,22.99,Compact/Small,Premium Gasoline
MINI,COOPER PACEMAN,COMPACT,1.6,4,M,Z,8.4,6.4,7.5,38,172,6,1.312,0.4,22.93,Compact/Small,Premium Gasoline
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,AS,Z,8.6,6.5,7.7,37,177,6,1.323,0.4,22.99,Compact/Small,Premium Gasoline
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M,Z,8.4,6.4,7.5,38,172,6,1.312,0.4,22.93,Compact/Small,Premium Gasoline
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.2,7.0,8.2,34,189,6,1.314,0.5,23.05,Compact/Small,Premium Gasoline
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M,Z,10.0,7.0,8.6,33,198,6,1.429,0.5,23.02,Compact/Small,Premium Gasoline
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.2,7.0,8.2,34,189,6,1.314,0.5,23.05,Compact/Small,Premium Gasoline
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M,Z,10.0,7.0,8.6,33,198,6,1.429,0.5,23.02,Compact/Small,Premium Gasoline
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,AS,Z,9.2,6.8,8.1,35,186,6,1.353,0.4,22.96,Compact/Small,Premium Gasoline
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M,Z,9.1,6.8,8.1,35,186,6,1.338,0.4,22.96,Compact/Small,Premium Gasoline
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,AS,Z,10.1,7.8,9.0,31,207,6,1.295,0.4,23.0,Compact/Small,Premium Gasoline
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M,Z,9.5,7.7,8.7,32,200,6,1.234,0.4,22.99,Compact/Small,Premium Gasoline
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,AS,Z,9.2,6.8,8.1,35,186,6,1.353,0.4,22.96,Compact/Small,Premium Gasoline
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M,Z,9.1,6.8,8.1,35,186,6,1.338,0.4,22.96,Compact/Small,Premium Gasoline
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS,Z,10.1,7.8,9.0,31,207,6,1.295,0.4,23.0,Compact/Small,Premium Gasoline
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M,Z,9.5,7.7,8.7,32,200,6,1.234,0.4,22.99,Compact/Small,Premium Gasoline
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,AS,Z,9.2,6.8,8.1,35,186,6,1.353,0.4,22.96,Compact/Small,Premium Gasoline
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M,Z,9.1,6.8,8.1,35,186,6,1.338,0.4,22.96,Compact/Small,Premium Gasoline
